nama_hotel,kelurahan,kecamatan,bintang,jumlah_kamar,jumlah_tempat_tidur,tahun,bulan,wisman,wisnus,kmr,pax,rm_ava,okupansi
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2020,06,0,168,"84,000","168,00",510,"16,47"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,2020,06,0,0,"0,000","0,00",930,"0,00"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,2021,06,58,"2,682","1,701","2,74","5,43","31,33"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2021,06,374,"3,521","3,895","3,90","5,94","65,57"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2021,06,22,"4,509","4,792","4,53","6,45","74,29"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2021,06,14,"3,805","3,415","3,82","4,14","82,49"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2021,06,55,"3,274","3,129","3,33",6,"52,15"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2021,06,5,"3,767","2,406","3,77","3,66","65,74"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2021,06,0,0,"0,000","0,00","2,4","0,00"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2021,06,35,"4,2","2,871","4,24","4,44","64,66"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2021,06,0,0,"0,000","0,00","3,9","0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2021,06,77,"7,429","3,877","7,51","4,5","86,16"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2021,06,6,"8,162","4,978","8,17","6,9","72,14"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2021,06,0,90,"56,000","90,00","3,48","1,61"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2021,06,1,"6,423","3,370","6,42","19,89","16,94"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2021,06,0,"3,696","3,021","3,70","5,46","55,33"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,91,136,2021,06,0,"1,932","966,000","1,93","2,73","35,38"
ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 3,155,205,2021,06,2,"2,581","0,000","2,58","4,65","0,00"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2021,06,0,0,"0,000","0,00","4,5","0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2021,06,0,0,"0,000","0,00","5,55","0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2021,06,0,0,"0,000","0,00","4,62","0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2021,06,26,"3,01","1,697","3,04","2,97","57,14"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,109,159,2021,06,0,"4,596","2,733","4,60","3,27","83,58"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2021,06,0,0,"0,000","0,00","2,19","0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,101,159,2021,06,2,870,"708,000","872,00","3,03","23,37"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,27,37,2021,06,0,"5,328","3,268","5,33",810,"403,46"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2021,06,118,525,"322,000","643,00","2,55","12,63"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2021,06,4,"3,412","3,416","3,42","4,65","73,46"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2021,06,0,0,"0,000","0,00","2,94","0,00"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,2021,06,0,0,"0,000","0,00","4,98","0,00"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,30,43,2021,06,3,"5,25","3,333","5,25",900,"370,33"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,79,79,2021,06,2,"2,941","2,292","2,94","2,37","96,71"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2021,06,0,"1,978","1,970","1,98","4,65","42,37"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2021,06,0,0,"0,000","0,00","1,59","0,00"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2021,06,0,350,"175,000","350,00","3,99","4,39"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,26,26,2021,06,0,378,"396,000","378,00",780,"50,77"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2021,06,0,0,"0,000","0,00","4,65","0,00"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2021,06,0,"1,368","708,000","1,37","3,24","21,85"
HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,2021,06,0,0,"0,000","0,00","4,62","0,00"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2021,06,0,0,"0,000","0,00","3,36","0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2021,06,0,0,"0,000","0,00","2,43","0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2021,06,0,0,"0,000","0,00",990,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,115,174,2021,06,0,"1,43","1,430","1,43","3,45","41,45"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,35,42,2021,06,0,"2,826","1,413","2,83","1,05","134,57"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2021,06,0,0,"0,000","0,00","1,5","0,00"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,2021,06,6,513,"208,000","519,00","3,03","6,86"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,112,158,2021,06,31,62,"93,000","93,00","3,36","2,77"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2021,06,0,0,"0,000","0,00","1,71","0,00"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2021,06,0,0,"0,000","0,00","1,14","0,00"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2021,06,0,0,"0,000","0,00","3,36","0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 2,51,57,2021,06,0,0,"0,000","0,00","1,53","0,00"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2021,06,0,0,"0,000","0,00","2,04","0,00"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2021,06,0,0,"0,000","0,00","1,23","0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2021,06,0,0,"0,000","0,00","4,98","0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2021,06,0,0,"0,000","0,00","1,05","0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2021,06,0,0,"0,000","0,00","1,23","0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2021,06,0,0,"0,000","0,00","1,32","0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2021,06,0,0,"0,000","0,00","1,35","0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,30,30,2021,06,0,700,"429,000","700,00",900,"47,67"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2021,06,0,346,"173,000","346,00",750,"23,07"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2021,06,0,0,"0,000","0,00","2,22","0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2021,06,0,0,"0,000","0,00","2,34","0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2021,06,0,0,"0,000","0,00",510,"0,00"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,2021,06,0,240,"240,000","240,00",930,"25,81"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,2022,06,0,0,"1,701","0,00","5,43","31,33"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2022,06,202,"4,698","3,895","4,90","5,94","65,57"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2022,06,0,0,"4,792","0,00","6,45","74,29"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2022,06,0,0,"0,000","0,00","4,14","0,00"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2022,06,0,"4,11","3.212,000","4,11",6,"53,53"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2022,06,20,"3,659","3,679","3,68","3,66","100,52"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2022,06,0,0,"0,000","0,00","2,4","0,00"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2022,06,126,"5,395","4,720","5,52","4,44","106,31"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2022,06,0,0,"0,000","0,00","3,9","0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2022,06,215,"8,119","3,890","8,33","4,5","86,44"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2022,06,172,"5,436","5.881,000","5,61","6,9","85,23"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2022,06,0,0,"0,000","0,00","3,48","0,00"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2022,06,21,"11,801","5,969","11,82","19,89","30,01"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2022,06,0,"1,874","1,711","1,87","5,46","31,34"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,91,136,2022,06,0,"2,31","1.155,000","2,31","2,73","42,31"
ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 4,155,205,2022,06,0,0,"0,000","0,00","4,65","0,00"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2022,06,0,0,"0,000","0,00","4,5","0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2022,06,0,0,"0,000","0,00","5,55","0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2022,06,0,0,"0,000","0,00","4,62","0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2022,06,99,"3,868","2,169","3,97","2,97","73,03"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,109,159,2022,06,0,"5,416","2,880","5,42","3,27","88,07"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2022,06,0,0,"0,000","0,00","2,19","0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,101,159,2022,06,0,"1,338","995,000","1,34","3,03","32,84"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,2022,06,0,"3,86","3,547","3,86","4,62","76,77"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2022,06,0,"3,86","652,000","3,86","2,55","25,57"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2022,06,14,"3,766","3,780","3,78","4,65","81,29"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2022,06,0,0,"3,394","0,00","2,94","115,44"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,2022,06,0,"5,567","2,939","5,57","4,98","59,02"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,2022,06,19,"6,256","3,380","6,28","3,45","97,97"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,79,79,2022,06,1,"3,779","0,000","3,78","2,37","0,00"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2022,06,0,0,"0,000","0,00","4,65","0,00"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2022,06,0,0,"0,000","0,00","1,59","0,00"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2022,06,0,0,"0,000","0,00","3,99","0,00"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,2022,06,0,0,"0,000","0,00","3,36","0,00"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2022,06,0,"1,902","1.113,000","1,90","4,65","23,94"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2022,06,0,0,"0,000","0,00","3,24","0,00"
HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,2022,06,0,0,"0,000","0,00","4,62","0,00"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2022,06,0,0,"0,000","0,00","3,36","0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2022,06,0,0,"0,000","0,00","2,43","0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2022,06,0,0,"0,000","0,00",990,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,30,43,2022,06,9,"1,46","1,469","1,47",900,"163,22"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,56,2022,06,0,"2,67","1,335","2,67","1,53","87,25"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2022,06,0,0,"0,000","0,00","1,5","0,00"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,2022,06,1,641,"0,000","642,00","3,03","0,00"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Melati,38,40,2022,06,31,82,"93,000","113,00","1,14","8,16"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2022,06,0,0,"0,000","0,00","1,71","0,00"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2022,06,0,0,"0,000","0,00","1,14","0,00"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2022,06,0,0,"0,000","0,00","3,36","0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,51,57,2022,06,0,0,"0,000","0,00","1,53","0,00"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2022,06,0,0,"0,000","0,00","2,04","0,00"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2022,06,0,0,"0,000","0,00","1,23","0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2022,06,0,0,"0,000","0,00","4,98","0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2022,06,0,0,"0,000","0,00","1,05","0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2022,06,0,0,"0,000","0,00","1,23","0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2022,06,0,0,"0,000","0,00","1,32","0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2022,06,0,0,"0,000","0,00","1,35","0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,45,45,2022,06,0,532,"429,000","532,00","1,35","31,78"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2022,06,0,332,"173,000","332,00",750,"23,07"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2022,06,0,0,"0,000","0,00","2,22","0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2022,06,0,0,"0,000","0,00","2,34","0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2022,06,0,0,"0,000","0,00",510,"0,00"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,2022,06,0,345,"240,000","345,00",930,"25,81"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,215,2023,06,0,0,"1.807,000","0,00","5,43","33,28"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2023,06,202,"4,698","4,574","4,90","5,94","77,00"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2023,06,0,0,"5,175","0,00","6,45","80,23"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2023,06,0,0,"3.035,000","0,00","4,14","73,31"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2023,06,0,"4,11","3.963,000","4,11",6,"66,05"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2023,06,20,"3,659","3,633","3,68","3,66","99,26"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2023,06,0,0,"3,107","0,00","2,4","129,46"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2023,06,126,"5,395",,"5,52","4,44","0,00"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2023,06,0,0,,"0,00","3,9","0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2023,06,215,"8,119","4,001","8,33","4,5","88,91"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2023,06,172,"5,436","5.251,000","5,61","6,9","76,10"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2023,06,0,0,"196,000","0,00","3,48","5,63"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2023,06,21,"11,801","5,334","11,82","19,89","26,82"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2023,06,0,"1,874","1.400,000","1,87","5,46","25,64"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,112,166,2023,06,0,"2,31","1.875,000","2,31","3,36","55,80"
ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 4,155,205,2023,06,0,0,"1.480,000","0,00","4,65","31,83"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2023,06,0,0,"0,000","0,00","4,5","0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2023,06,0,0,"0,000","0,00","5,55","0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2023,06,0,0,"0,000","0,00","4,62","0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2023,06,99,"3,868","0,000","3,97","2,97","0,00"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,101,134,2023,06,0,"5,416","2.770,000","5,42","3,03","91,42"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2023,06,16,"5,352","2.594,000","5,37","2,19","118,45"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,99,143,2023,06,0,"1,338","1.003,000","1,34","2,97","33,77"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,2023,06,0,"3,86",,"3,86","4,62","0,00"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2023,06,0,"3,86","1.763,000","3,86","2,55","69,14"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2023,06,14,"3,766","4.021,000","3,78","4,65","86,47"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2023,06,0,0,"0,000","0,00","2,94","0,00"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,112,172,2023,06,0,"5,567","2.783,000","5,57","3,36","82,83"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,2023,06,19,"6,256","3.337,000","6,28","3,45","96,72"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,90,123,2023,06,1,"3,779","2.469,000","3,78","2,7","91,44"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,107,171,2023,06,0,0,"2.091,000","0,00","3,21","65,14"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2023,06,0,0,"3.035,000","0,00","1,59","190,88"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2023,06,0,0,"204,000","0,00","3,99","5,11"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,2023,06,0,0,"0,000","0,00","3,36","0,00"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2023,06,0,"1,902","1.480,000","1,90","4,65","31,83"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2023,06,0,0,"1.161,000","0,00","3,24","35,83"
HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,2023,06,0,0,"0,000","0,00","4,62","0,00"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2023,06,0,0,"0,000","0,00","3,36","0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2023,06,0,0,"0,000","0,00","2,43","0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2023,06,0,0,"0,000","0,00",990,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,50,58,2023,06,9,"1,46","1.460,000","1,47","1,5","97,33"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,56,2023,06,0,"2,67","1.225,000","2,67","1,53","80,07"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2023,06,0,0,"1.263,000","0,00","1,5","84,20"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,32,50,2023,06,1,641,"446,000","642,00",960,"46,46"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Melati,38,40,2023,06,31,82,"71,000","113,00","1,14","6,23"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2023,06,0,0,"167,000","0,00","1,71","9,77"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2023,06,0,0,"0,000","0,00","1,14","0,00"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2023,06,0,0,"0,000","0,00","3,36","0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,51,57,2023,06,0,0,"0,000","0,00","1,53","0,00"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2023,06,0,0,"172,000","0,00","2,04","8,43"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2023,06,0,0,"0,000","0,00","1,23","0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2023,06,0,0,"0,000","0,00","4,98","0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2023,06,0,0,"0,000","0,00","1,05","0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2023,06,0,0,"0,000","0,00","1,23","0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2023,06,0,0,"0,000","0,00","1,32","0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2023,06,0,0,"0,000","0,00","1,35","0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,45,45,2023,06,0,532,"369,000","532,00","1,35","27,33"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2023,06,0,332,"0,000","332,00",750,"0,00"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2023,06,0,0,"0,000","0,00","2,22","0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2023,06,0,0,"0,000","0,00","2,34","0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2023,06,0,0,"0,000","0,00",510,"0,00"
KHARISMA HOTEL,Marga Sari,Balikpapan Barat,Melati,8,8,2023,06,0,0,"0,000","0,00",240,"0,00"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,25,27,2023,06,0,345,"382,000","345,00",750,"50,93"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,215,2024,06,262,"7,561","5,454","7,82","5,43","100,44"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2024,06,57,"4,687","4,744","4,74","5,94","79,87"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2024,06,262,"7,561","5,454","7,82","6,45","84,56"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2024,06,396,"2,741","3.035,000","3,14","4,14","73,31"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2024,06,470,"7,459","4.239,000","7,93",6,"70,65"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2024,06,35,"4,447","3,745","4,48","3,66","102,32"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,161,161,2024,06,60,"10,076","4,812","10,14","4,83","99,63"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2024,06,80,"5,817","3.625,000","5,90","4,44","81,64"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2024,06,2,"5,843","2.986,000","5,85","3,9","76,56"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2024,06,163,"9,196","4,026","9,36","4,5","89,47"
