nama_hotel,kelurahan,kecamatan,bintang,jumlah_kamar,jumlah_tempat_tidur,tahun,bulan,wisman,wisnus,kmr,pax,rm_ava,okupansi
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2020,04,0,0,  - ,"0,00","3,99","0,00"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,2020,04,0,0,"0,000","0,00","3,36","0,00"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2020,04,0,0,"0,000","0,00","4,65","0,00"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2020,04,0,81,"47,000","81,00","3,24","1,45"
HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,2020,04,0,0,"0,000","0,00","4,62","0,00"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 2,73,73,2020,04,0,0,"0,000","0,00","2,19","0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2020,04,0,0,"0,000","0,00","2,43","0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2020,04,0,0,"0,000","0,00",990,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,115,174,2020,04,0,848,"848,000","848,00","3,45","24,58"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,35,42,2020,04,0,582,"291,000","582,00","1,05","27,71"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2020,04,0,0,"0,000","0,00","1,5","0,00"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,2020,04,0,41,"16,000","41,00","3,03","0,53"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,112,158,2020,04,31,52,"83,000","83,00","3,36","2,47"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2020,04,0,0,"0,000","0,00","1,71","0,00"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2020,04,0,812,"406,000","812,00","1,14","35,61"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2020,04,0,0,"0,000","0,00","3,36","0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,51,57,2020,04,0,60,"79,000","60,00","1,53","5,16"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2020,04,0,0,"0,000","0,00","2,04","0,00"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2020,04,0,0,"0,000","0,00","1,23","0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2020,04,0,0,"0,000","0,00","4,98","0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2020,04,0,0,"0,000","0,00","1,05","0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2020,04,0,0,"0,000","0,00","1,23","0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2020,04,0,0,"0,000","0,00","1,32","0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2020,04,0,0,"0,000","0,00","1,35","0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,30,30,2020,04,0,0,"0,000","0,00",900,"0,00"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2020,04,0,0,"0,000","0,00",750,"0,00"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2020,04,0,152,"76,000","152,00","2,22","3,42"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2020,04,0,0,"0,000","0,00","2,34","0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2020,04,0,154,"77,000","154,00",510,"15,10"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,2020,04,0,73,"73,000","73,00",930,"7,85"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,2021,04,0,"1,864","1.099,000","1,86","5,43","20,24"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2021,04,495,"3,885","4.380,000","4,38","5,94","73,74"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2021,04,6,"3,738","3.773,000","3,74","6,45","58,50"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2021,04,9,"3,358","3.188,000","3,37","4,14","77,00"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2021,04,82,"2,685","3.697,000","2,77",6,"61,62"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2021,04,11,"3,858","2.905,000","3,87","3,66","79,37"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2021,04,0,0,"0,000","0,00","2,4","0,00"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2021,04,52,"3,389","2.351,000","3,44","4,44","52,95"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2021,04,0,0,"0,000","0,00","3,9","0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2021,04,52,"5,322","2.970,000","5,37","4,5","66,00"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2021,04,6,"6,609","4.047,000","6,62","6,9","58,65"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2021,04,0,0,"0,000","0,00","3,48","0,00"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2021,04,3,"4,607","2.334,000","4,61","19,89","11,73"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2021,04,0,"3,247","3.038,000","3,25","5,46","55,64"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,91,136,2021,04,0,"1,958","979,000","1,96","2,73","35,86"
ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 3,155,205,2021,04,3,"3,605","24,000","3,61","4,65","0,52"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2021,04,0,0,"0,000","0,00","4,5","0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2021,04,0,0,"0,000","0,00","5,55","0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2021,04,0,0,"0,000","0,00","4,62","0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2021,04,48,"2,723","1.509,000","2,77","2,97","50,81"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,109,159,2021,04,0,"3,654","2.324,000","3,65","3,27","71,07"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2021,04,0,0,"0,000","0,00","2,19","0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,101,159,2021,04,0,959,"786,000","959,00","3,03","25,94"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,27,37,2021,04,2,"4,533","2.741,000","4,54",810,"338,40"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2021,04,150,328,"239,000","478,00","2,55","9,37"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2021,04,16,"3,349","3.354,000","3,37","4,65","72,13"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2021,04,0,0,"0,000","0,00","2,94","0,00"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,2021,04,0,0,"0,000","0,00","4,98","0,00"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,30,43,2021,04,38,"4,626","3.074,000","4,66",900,"341,56"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,79,79,2021,04,0,"1,957","1.764,000","1,96","2,37","74,43"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2021,04,0,"2,025","1.058,000","2,03","4,65","22,75"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2021,04,0,0,"0,000","0,00","1,59","0,00"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2021,04,0,218,"109,000","218,00","3,99","2,73"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,26,26,2021,04,0,337,"316,000","337,00",780,"40,51"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2021,04,0,0,"0,000","0,00","4,65","0,00"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2021,04,0,616,"323,000","616,00","3,24","9,97"
HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,2021,04,0,0,"0,000","0,00","4,62","0,00"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2021,04,0,0,"0,000","0,00","3,36","0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2021,04,0,0,"0,000","0,00","2,43","0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2021,04,0,0,"0,000","0,00",990,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,115,174,2021,04,0,848,"848,000","848,00","3,45","24,58"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,35,42,2021,04,0,"2,33","1.165,000","2,33","1,05","110,95"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2021,04,0,0,"0,000","0,00","1,5","0,00"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,2021,04,1,406,"155,000","407,00","3,03","5,12"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,112,158,2021,04,31,77,"108,000","108,00","3,36","3,21"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2021,04,0,0,"0,000","0,00","1,71","0,00"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2021,04,0,"1,524","762,000","1,52","1,14","66,84"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2021,04,0,0,"0,000","0,00","3,36","0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 2,51,57,2021,04,0,0,"0,000","0,00","1,53","0,00"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2021,04,0,0,"0,000","0,00","2,04","0,00"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2021,04,0,0,"0,000","0,00","1,23","0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2021,04,0,0,"0,000","0,00","4,98","0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2021,04,0,0,"0,000","0,00","1,05","0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2021,04,0,0,"0,000","0,00","1,23","0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2021,04,0,0,"0,000","0,00","1,32","0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2021,04,0,0,"0,000","0,00","1,35","0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,30,30,2021,04,0,446,"265,000","446,00",900,"29,44"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2021,04,0,207,"106,000","207,00",750,"14,13"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2021,04,0,0,"0,000","0,00","2,22","0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2021,04,0,0,"0,000","0,00","2,34","0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2021,04,0,48,"24,000","48,00",510,"4,71"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,2021,04,0,232,"232,000","232,00",930,"24,95"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,221,2022,04,0,0,"1.099,000","0,00","5,43","20,24"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2022,04,159,"2,566","4.380,000","2,73","5,94","73,74"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2022,04,11,"3,462","3.773,000","3,47","6,45","58,50"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2022,04,0,0,"0,000","0,00","4,14","0,00"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2022,04,71,"2,79","3.055,000","2,86",6,"50,92"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2022,04,2,"2,329","2.331,000","2,33","3,66","63,69"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2022,04,0,0,"0,000","0,00","2,4","0,00"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2022,04,44,"3,36","3.243,000","3,40","4,44","73,04"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2022,04,0,0,"0,000","0,00","3,9","0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2022,04,64,"5,379","2.980,000","5,44","4,5","66,22"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2022,04,102,"6,6","6.692,000","6,70","6,9","96,99"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2022,04,0,0,"0,000","0,00","3,48","0,00"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2022,04,11,"4,3","2.079,000","4,31","19,89","10,45"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2022,04,0,"2,947","3.113,000","2,95","5,46","57,01"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,91,136,2022,04,0,"1,128","564,000","1,13","2,73","20,66"
ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 4,155,205,2022,04,0,0,"0,000","0,00","4,65","0,00"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2022,04,0,0,"0,000","0,00","4,5","0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2022,04,0,0,"0,000","0,00","5,55","0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2022,04,0,0,"0,000","0,00","4,62","0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2022,04,72,"3,044","1.857,000","3,12","2,97","62,53"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,109,159,2022,04,0,"4,394","2.520,000","4,39","3,27","77,06"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2022,04,0,0,"0,000","0,00","2,19","0,00"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,101,159,2022,04,0,864,"667,000","864,00","3,03","22,01"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,2022,04,0,"3,825","3.365,000","3,83","4,62","72,84"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2022,04,0,"3,825","259,000","3,83","2,55","10,16"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2022,04,3,"3,214","3.217,000","3,22","4,65","69,18"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2022,04,0,0,"3.088,000","0,00","2,94","105,03"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,166,166,2022,04,0,"3,448","2.243,000","3,45","4,98","45,04"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,2022,04,8,"4,771","3.042,000","4,78","3,45","88,17"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,79,79,2022,04,0,"2,427","0,000","2,43","2,37","0,00"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2022,04,0,0,"0,000","0,00","4,65","0,00"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2022,04,0,0,"0,000","0,00","1,59","0,00"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2022,04,0,192,"96,000","192,00","3,99","2,41"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,2022,04,0,0,"0,000","0,00","3,36","0,00"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2022,04,4,"1,036","689,000","1,04","4,65","14,82"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2022,04,0,742,"386,000","742,00","3,24","11,91"
HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,2022,04,0,0,"0,000","0,00","4,62","0,00"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2022,04,0,0,"0,000","0,00","3,36","0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2022,04,0,0,"0,000","0,00","2,43","0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2022,04,0,0,"0,000","0,00",990,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,30,43,2022,04,0,"1,364","1.364,000","1,36",900,"151,56"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,56,2022,04,0,"2,484","1.242,000","2,48","1,53","81,18"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2022,04,0,0,"0,000","0,00","1,5","0,00"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,101,119,2022,04,0,572,"0,000","572,00","3,03","0,00"
HAAI HOTEL,Gn. Bahagia,Balikpapan Selatan,Melati,38,40,2022,04,31,60,"108,000","91,00","1,14","9,47"
CITY HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 2,57,76,2022,04,0,0,"0,000","0,00","1,71","0,00"
MUTIARA INDAH HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,38,40,2022,04,0,0,"762,000","0,00","1,14","66,84"
D'PRIMA MT HARYONO,Damai,Balikpapan Kota,Bintang 2,112,112,2022,04,0,0,"0,000","0,00","3,36","0,00"
AIQO,Klandasan Ilir,Balikpapan Kota,Bintang 1,51,57,2022,04,0,0,"0,000","0,00","1,53","0,00"
BINTANG HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,68,68,2022,04,0,0,"0,000","0,00","2,04","0,00"
BANDARA CITA AMADANA HOTEL,Sepinggan,Balikpapan Selatan,Bintang 1,41,54,2022,04,0,0,"0,000","0,00","1,23","0,00"
NUANSA INDAH HOTEL,Damai,Balikpapan Kota,Bintang 1,166,244,2022,04,0,0,"0,000","0,00","4,98","0,00"
HOTEL HERLY,Damai,Balikpapan Selatan,Bintang 1,35,45,2022,04,0,0,"0,000","0,00","1,05","0,00"
BANDARA INTERNATIONAL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 1,41,54,2022,04,0,0,"0,000","0,00","1,23","0,00"
THE TANG HOTEL,Batu Ampar,Balikpapan Utara,Bintang 1,44,44,2022,04,0,0,"0,000","0,00","1,32","0,00"
KEMALA BEACH RESORT,Prapatan,Balikpapan Selatan,Bintang 1,45,45,2022,04,0,0,"0,000","0,00","1,35","0,00"
J- ICON HIP HOTEL,Damai Bahagia,Balikpapan Selatan,Melati,45,45,2022,04,0,0,"265,000","0,00","1,35","19,63"
SEJATI HOTEL,Damai,Balikpapan Selatan,Melati,25,25,2022,04,0,202,"106,000","202,00",750,"14,13"
ATHAR 88,Sungai Nangka,Balikpapan Selatan,Melati,74,74,2022,04,0,0,"0,000","0,00","2,22","0,00"
CITRA RASA NUSANTARA,Klandasan Ilir,Balikpapan Selatan,Melati,78,123,2022,04,0,0,"0,000","0,00","2,34","0,00"
ANDHIKA HOTEL,Marga Sari,Balikpapan Barat,Melati,17,29,2022,04,0,0,"24,000","0,00",510,"4,71"
MAHAKAM HOTEL,Karang Rejo,Balikpapan Tengah,Melati,31,37,2022,04,0,275,"232,000","275,00",930,"24,95"
GRAND SENYIUR HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,181,215,2023,04,0,0,"2.224,000","0,00","5,43","40,96"
NOVOTEL HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 5,198,267,2023,04,159,"2,566","3.639,000","2,73","5,94","61,26"
GRAND JATRA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 5,215,296,2023,04,11,"3,462","3.926,000","3,47","6,45","60,87"
FOUR POINS,Sepinggan Raya,Balikpapan Selatan,Bintang 4,138,168,2023,04,0,0,"2.410,000","0,00","4,14","58,21"
PLATINUM HOTEL,Graha Indah,Balikpapan Utara,Bintang 4,200,312,2023,04,71,"2,79","2.839,000","2,86",6,"47,32"
BLUE SKY,Marga Sari,Balikpapan Barat,Bintang 4,122,140,2023,04,2,"2,329","2.426,000","2,33","3,66","66,28"
PENTACITY HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,80,90,2023,04,0,0,"2.015,000","0,00","2,4","83,96"
GRAND TJKORO,Sepinggan Raya,Balikpapan Selatan,Bintang 4,148,224,2023,04,44,"3,36","2.238,000","3,40","4,44","50,41"
HORISON ULTIMA,Sepinggan,Balikpapan Selatan,Bintang 4,130,130,2023,04,0,0,"0,000","0,00","3,9","0,00"
GOLDEN TULIP HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2023,04,64,"5,379","3.107,000","5,44","4,5","69,04"
SWISS BELL HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,230,350,2023,04,102,"6,6","3.872,000","6,70","6,9","56,12"
GRAND TIGA MUSTIKA HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 4,116,196,2023,04,0,0,"149,000","0,00","3,48","4,28"
ASTARA HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 4,663,673,2023,04,11,"4,3","3.363,000","4,31","19,89","16,91"
MENARA BAHTERA,Klandasan Ilir,Balikpapan Kota,Bintang 4,182,252,2023,04,0,"2,947","977,000","2,95","5,46","17,89"
THE NEW BENAKUTAI,Klandasan Ilir,Balikpapan Kota,Bintang 4,112,166,2023,04,0,"1,128","1.544,000","1,13","3,36","45,95"
ANDHIKA BAHTERA HOTEL,Marga Sari,Balikpapan Barat,Bintang 4,155,205,2023,04,0,0,"380,000","0,00","4,65","8,17"
GRAND TAN HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 4,150,255,2023,04,0,0,"0,000","0,00","4,5","0,00"
LE GRANDEUR HOTEL,DAMAI,Balikpapan Selatan,Bintang 4,185,200,2023,04,0,0,"0,000","0,00","5,55","0,00"
HER HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,154,200,2023,04,0,0,"0,000","0,00","4,62","0,00"
QUEST HOTEL,Damai Bahagia,Balikpapan Selatan,Bintang 3,99,143,2023,04,72,"3,044","0,000","3,12","2,97","0,00"
NEO+ HOTEL,Gn. Sari Ulu,Balikpapan Tengah,Bintang 3,101,134,2023,04,0,"4,394","2.375,000","4,39","3,03","78,38"
D'PRIMA HOTEL,Damai,Balikpapan Selatan,Bintang 3,73,73,2023,04,52,"5,311","2.558,000","5,36","2,19","116,80"
PACIFIC HOTEL,Gn. sari Ilir,Balikpapan Tengah,Bintang 3,99,143,2023,04,0,864,"985,000","864,00","2,97","33,16"
WHIZ PRIME HOTEL,Damai,Balikpapan Kota,Bintang 3,154,187,2023,04,0,"3,825","3.447,000","3,83","4,62","74,61"
BDI TOWN HOUSE,Gn. Bahagia,Balikpapan Selatan,Bintang 3,85,170,2023,04,0,"3,825","1.356,000","3,83","2,55","53,18"
IBIS HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,155,237,2023,04,3,"3,214","3.211,000","3,22","4,65","69,05"
SWISS BELL INN,Damai,Balikpapan Kota,Bintang 3,98,98,2023,04,0,0,"0,000","0,00","2,94","0,00"
ZURICH HOTEL,Damai,Balikpapan Kota,Bintang 3,112,172,2023,04,0,"3,448","2.200,000","3,45","3,36","65,48"
MAX ONE,Damai,Balikpapan Selatan,Bintang 3,115,170,2023,04,8,"4,771","2.934,000","4,78","3,45","85,04"
HORISON SAGITA,Klandasan Ilir,Balikpapan Kota,Bintang 3,90,123,2023,04,0,"2,427","1.901,000","2,43","2,7","70,41"
MEGA LESTARI HOTEL,Klandasan Ulu,Balikpapan Kota,Bintang 3,107,171,2023,04,0,0,"1.515,000","0,00","3,21","47,20"
BEST INN,Gn. Bahagia,Balikpapan Selatan,Bintang 3,53,72,2023,04,0,0,"2.410,000","0,00","1,59","151,57"
THE STAR HILL,Damai Bahagia,Balikpapan Selatan,Bintang 3,133,197,2023,04,0,192,"154,000","192,00","3,99","3,86"
ROYAL SUITE HOTEL,Sepinggan,Balikpapan Selatan,Bintang 3,112,172,2023,04,0,0,"0,000","0,00","3,36","0,00"
ADHIKA BAHTERA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,155,205,2023,04,4,"1,036","380,000","1,04","4,65","8,17"
MIRAMA HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 3,108,173,2023,04,0,742,"722,000","742,00","3,24","22,28"
HER HOTEL & TRADE CENTER,Gn. Samarinda,Balikpapan Utara,Bintang 3,154,200,2023,04,0,0,"0,000","0,00","4,62","0,00"
FAVE HOTEL,Damai,Balikpapan Selatan,Bintang 3,112,158,2023,04,0,0,"0,000","0,00","3,36","0,00"
D'PRIMA RUKO BANDAR,Klandasan Ulu,Balikpapan Kota,Bintang 3,81,81,2023,04,0,0,"0,000","0,00","2,43","0,00"
THE POINT HOTEL,Damai,Balikpapan Selatan,Bintang 2,33,33,2023,04,0,0,"0,000","0,00",990,"0,00"
MIDTOWN XPRESS,Damai,Balikpapan Kota,Bintang 2,50,58,2023,04,0,"1,364","848,000","1,36","1,5","56,53"
SEVENSIX HOTEL,Gn. Bahagia,Balikpapan Selatan,Bintang 2,51,56,2023,04,0,"2,484","1.063,000","2,48","1,53","69,48"
BUANA LESTARI HOTEL,Klandasan Ilir,Balikpapan Kota,Bintang 2,50,58,2023,04,0,0,"924,000","0,00","1,5","61,60"
SEPINGGAN HOTEL,Sepinggan Raya,Balikpapan Selatan,Bintang 2,32,50,2023,04,0,572,"404,000","572,00",960,"42,08"
